"congress","chamber","num_results","offset","members__id","members__title","members__short_title","members__api_uri","members__first_name","members__middle_name","members__last_name","members__suffix","members__date_of_birth","members__gender","members__party","members__leadership_role","members__twitter_account","members__facebook_account","members__youtube_account","members__govtrack_id","members__cspan_id","members__votesmart_id","members__icpsr_id","members__crp_id","members__google_entity_id","members__fec_candidate_id","members__url","members__rss_url","members__contact_form","members__in_office","members__cook_pvi","members__dw_nominate","members__ideal_point","members__seniority","members__next_election","members__total_votes","members__missed_votes","members__total_present","members__last_updated","members__ocd_id","members__office","members__phone","members__fax","members__state","members__district","members__at_large","members__geoid","members__missed_votes_pct","members__votes_with_party_pct","members__votes_against_party_pct"
"","","","","S001157","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001157.json","David","null","Scott","null","1945-06-27","M","D","null","RepDavidScott","113303673339","RepDavidScott","400363","1003567","7826","20321","N00024871","/m/0255r4","H2GA13012","https://davidscott.house.gov","https://davidscott.house.gov/news/rss.aspx","null","True","D+20","-0.302","null","18","2020","928","15","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ga/cd:13","225 Cannon House Office Building","202-225-2939","null","GA","13","False","1313","1.62","99.12","0.77"
"","","","","S001189","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001189.json","Austin","null","Scott","null","1969-12-10","M","R","null","AustinScottGA08","RepAustinScott","RepAustinScott","412417","623344","11812","21123","N00032457","/m/076zn3y","H0GA08099","https://austinscott.house.gov","https://austinscott.house.gov/rss.xml","null","True","R+15","0.569","null","10","2020","928","16","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ga/cd:8","2417 Rayburn House Office Building","202-225-6531","null","GA","8","False","1308","1.72","95.47","4.42"
"","","","","S000185","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000185.json","Robert","C.","Scott","null","1947-04-30","M","D","null","BobbyScott","RepBobbyScott","repbobbyscott","400364","25888","27117","39307","N00002147","/m/03twgl","H6VA01117","https://bobbyscott.house.gov","https://bobbyscott.house.gov/rss.xml","null","True","R+3","-0.45","null","28","2020","928","5","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:va/cd:3","1201 Longworth House Office Building","202-225-8351","null","VA","3","False","5103","0.54","98.70","1.19"
"","","","","S000244","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000244.json","F.","James","Sensenbrenner","null","1943-06-14","M","R","","JimPressOffice","RepSensenbrenner","RepSensenbrenner","400365","1507","27142","14657","N00004291","/m/024tp2","H8WI09050","https://sensenbrenner.house.gov","https://sensenbrenner.house.gov/?a=RSS.Feed","null","True","R+13","0.638","null","42","2020","928","145","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wi/cd:5","2449 Rayburn House Office Building","202-225-5101","null","WI","5","False","5505","15.63","93.19","6.68"
"","","","","S000248","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000248.json","José","E.","Serrano","null","1943-10-24","M","D","","RepJoseSerrano","RepJoseSerrano","null","400366","14306","26981","29134","N00001813","/m/03s6z9","H0NY18065","https://serrano.house.gov","https://serrano.house.gov/rss.xml","null","True","D+44","-0.491","null","32","2020","928","115","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ny/cd:15","2354 Rayburn House Office Building","202-225-4361","null","NY","15","False","3615","12.39","99.01","0.86"
"","","","","S001185","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001185.json","Terri","null","Sewell","null","1965-01-01","F","D","null","RepTerriSewell","RepSewell","RepSewell","412396","623257","121621","21102","N00030622","/m/05pbszt","H0AL07086","https://sewell.house.gov","https://sewell.house.gov/rss.xml","null","True","D+20","-0.391","null","10","2020","928","27","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:al/cd:7","2201 Rayburn House Office Building","202-225-2665","null","AL","7","False","0107","2.91","98.44","1.45"
"","","","","S001206","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001206.json","Donna","null","Shalala","null","1941-02-14","F","D","","RepShalala","null","null","412768","null","182301","null","N00042811","/m/01v3vb","H8FL27193","https://shalala.house.gov","null","null","True","D+5","null","null","2","2020","928","3","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:fl/cd:27","1320 Longworth House Office Building","202-225-3931","null","FL","27","False","1227","0.32","99.35","0.54"
"","","","","S000344","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000344.json","Brad","null","Sherman","null","1954-10-24","M","D","null","BradSherman","63158229861","shermanca27","400371","45124","142","29707","N00006897","/m/024tkr","H6CA24113","https://sherman.house.gov","https://sherman.house.gov/rss.xml","null","True","D+18","-0.342","null","24","2020","928","18","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:30","2181 Rayburn House Office Building","202-225-5911","null","CA","30","False","0630","1.94","98.90","0.99"
"","","","","S001207","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001207.json","Mikie","null","Sherrill","null","1972-01-19","F","D","null","RepSherrill","null","null","412799","null","179651","null","N00041154","/g/11f3r4x6x5","H8NJ11142","https://sherrill.house.gov","null","null","True","R+3","null","null","2","2020","928","6","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:nj/cd:11","1208 Longworth House Office Building","202-225-5034","null","NJ","11","False","3411","0.65","95.65","4.24"
"","","","","S000364","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000364.json","John","null","Shimkus","null","1958-02-21","M","R","","RepShimkus","repshimkus","repshimkus","400373","30623","246","29718","N00004961","/m/02573y","H2IL20042","https://shimkus.house.gov","https://shimkus.house.gov/rss.xml","null","True","R+21","0.375","null","24","2020","928","59","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:il/cd:15","2217 Rayburn House Office Building","202-225-5271","null","IL","15","False","1715","6.36","95.13","4.76"
"","","","","S001148","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001148.json","Mike","null","Simpson","null","1950-09-08","M","R","null","CongMikeSimpson","96007744606","CongMikeSimpson","400376","57889","2917","29910","N00006263","/m/0255tn","H8ID02064","https://simpson.house.gov","https://simpson.house.gov/news/rss.aspx","null","True","R+17","0.297","null","22","2020","928","58","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:id/cd:2","2084 Rayburn House Office Building","202-225-5531","null","ID","2","False","1602","6.25","89.60","10.29"
"","","","","S001165","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001165.json","Albio","null","Sires","null","1951-01-26","M","D","null","RepSires","81058818750","RepSiresNJ13","412186","1022293","22510","20542","N00027523","/m/08bt8r","H6NJ13191","https://sires.house.gov","https://sires.house.gov/rss.xml","null","True","D+27","-0.405","null","16","2020","928","48","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:nj/cd:8","2268 Rayburn House Office Building","202-225-7919","null","NJ","8","False","3408","5.17","99.43","0.46"
"","","","","S001208","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001208.json","Elissa","null","Slotkin","null","1976-07-10","F","D","null","RepSlotkin","null","null","412784","null","181080","null","N00041357","/g/11dfr3z7r1","H8MI08102","https://slotkin.house.gov","null","null","True","R+4","null","null","2","2020","928","2","1","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:mi/cd:8","1531 Longworth House Office Building","202-225-4872","null","MI","8","False","2608","0.22","93.83","6.17"
"","","","","S001172","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001172.json","Adrian","null","Smith","null","1970-12-19","M","R","null","RepAdrianSmith","null","RepAdrianSmith","412217","1022845","21284","20729","N00027623","/m/0c505n","H6NE03115","https://adriansmith.house.gov","https://adriansmith.house.gov/rss.xml","null","True","R+27","0.517","null","14","2020","928","5","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ne/cd:3","502 Cannon House Office Building","202-225-6435","null","NE","3","False","3103","0.54","95.19","4.70"
"","","","","S000510","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000510.json","Adam","null","Smith","null","1965-06-15","M","D","null","RepAdamSmith","RepAdamSmith","CongressmanAdamSmith","400379","44329","845","29768","N00007833","/m/024zj_","H6WA09025","https://adamsmith.house.gov","null","null","True","D+21","-0.284","null","24","2020","928","24","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:wa/cd:9","2264 Rayburn House Office Building","202-225-8901","null","WA","9","False","5309","2.59","99.00","0.89"
"","","","","S000522","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000522.json","Christopher","H.","Smith","null","1953-03-04","M","R","null","RepChrisSmith","RepChrisSmith","USRepChrisSmith","400380","6411","26952","14863","N00009816","/m/033f4d","H8NJ04014","https://chrissmith.house.gov","https://chrissmith.house.gov/news/rss.aspx","null","True","R+8","0.164","null","40","2020","928","38","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:nj/cd:4","2373 Rayburn House Office Building","202-225-3765","null","NJ","4","False","3404","4.09","74.75","25.14"
"","","","","S001195","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001195.json","Jason","null","Smith","null","1980-06-16","M","R","null","RepJasonSmith","repjasonsmith","RepJasonSmith","412596","71083","59318","21373","N00035282","/m/0g9yj_2","H4MO08162","https://jasonsmith.house.gov","null","null","True","R+24","0.598","null","8","2020","928","2","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mo/cd:8","2418 Rayburn House Office Building","202-225-4404","null","MO","8","False","2908","0.22","95.86","4.03"
"","","","","S001199","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001199.json","Lloyd","null","Smucker","null","1964-01-23","M","R","null","RepSmucker","RepSmucker","null","412722","103540","102454","21745","N00038781","/m/05t08cn","H6PA16320","https://smucker.house.gov","https://smucker.house.gov/rss.xml","null","True","R+14","0.427","null","4","2020","928","52","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:pa/cd:11","127 Cannon House Office Building","202-225-2411","null","PA","11","False","4211","5.60","96.66","3.23"
"","","","","S001200","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001200.json","Darren","null","Soto","null","1978-02-25","M","D","null","RepDarrenSoto","CongressmanDarrenSoto","repdarrensoto","412695","104534","67618","21746","N00037422","/m/05b_1xw","H6FL09179","https://soto.house.gov","https://soto.house.gov/rss.xml","null","True","D+5","-0.38","null","4","2020","928","13","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:fl/cd:9","1507 Longworth House Office Building","202-225-9889","null","FL","9","False","1209","1.40","99.23","0.66"
"","","","","S001209","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001209.json","Abigail","null","Spanberger","null","1979-08-07","F","D","null","RepSpanberger","null","null","412833","null","179682","null","N00041418","/g/11fgm1ffs7","H8VA07094","https://spanberger.house.gov","null","null","True","R+13","null","null","2","2020","928","3","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:va/cd:7","1239 Longworth House Office Building","202-225-2815","null","VA","7","False","5107","0.32","91.55","8.34"
"","","","","S001210","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001210.json","Ross","null","Spano","null","1966-07-16","M","R","","RepRossSpano","null","null","412765","null","142164","null","N00043319","/m/0v3c060","H8FL15230","https://spano.house.gov","null","null","True","R+6","null","null","2","2020","928","22","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:fl/cd:15","224 Cannon House Office Building","202-225-1252","null","FL","15","False","1215","2.37","95.21","4.68"
"","","","","S001175","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001175.json","Jackie","null","Speier","null","1950-05-14","F","D","null","RepSpeier","JackieSpeier","jackiespeierca12","412259","1027627","8425","20762","N00029649","/m/06k27l","H8CA12171","https://speier.house.gov","https://speier.house.gov/rss.xml","null","True","D+27","-0.38","null","14","2020","928","41","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:14","2465 Rayburn House Office Building","202-225-3531","null","CA","14","False","0614","4.42","98.53","1.36"
"","","","","S001211","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001211.json","Greg","null","Stanton","null","1970-03-08","M","D","null","RepGregStanton","null","null","412753","null","72030","null","N00041750","/m/0hgrxqb","H8AZ09040","https://stanton.house.gov","null","null","True","D+4","null","null","2","2020","928","5","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:az/cd:9","128 Cannon House Office Building","202-225-9888","null","AZ","9","False","0409","0.54","99.13","0.76"
"","","","","S001212","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001212.json","Pete","null","Stauber","null","1966-05-10","M","R","null","RepPeteStauber","null","null","412792","null","159954","null","N00041511","/g/11gjy6v3nv","H8MN08043","https://stauber.house.gov","null","null","True","R+4","null","null","2","2020","928","14","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:mn/cd:8","126 Cannon House Office Building","202-225-6211","null","MN","8","False","2708","1.51","87.31","12.58"
"","","","","S001196","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001196.json","Elise","null","Stefanik","null","1984-07-02","F","R","null","RepStefanik","RepEliseStefanik","null","412648","76364","152539","21541","N00035523","/m/0110fjsf","H4NY21079","https://stefanik.house.gov","https://stefanik.house.gov/rss.xml","null","True","R+4","0.224","null","6","2020","928","3","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:ny/cd:21","318 Cannon House Office Building","202-225-4611","null","NY","21","False","3621","0.32","80.48","19.41"
"","","","","S001213","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001213.json","Bryan","null","Steil","null","1981-03-30","M","R","null","RepBryanSteil","null","null","412836","null","null","null","N00043379","/g/11fhnfybnd","H8WI01156","https://steil.house.gov","null","null","True","R+5","null","null","2","2020","929","12","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wi/cd:1","1408 Longworth House Office Building","202-225-3031","null","WI","1","False","5501","1.29","92.19","7.70"
"","","","","S001214","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001214.json","Greg","null","Steube","null","1978-05-19","M","R","null","RepGregSteube","null","null","412766","null","117248","null","N00042808","/m/0k3lrh0","H8FL17053","https://steube.house.gov","null","null","True","R+13","null","null","2","2020","928","30","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:fl/cd:17","521 Cannon House Office Building","202-225-5792","null","FL","17","False","1217","3.23","90.12","9.76"
"","","","","S001215","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001215.json","Haley","null","Stevens","null","1983-06-24","F","D","null","RepHaleyStevens","null","null","412786","null","181092","null","N00040915","/g/11gzqmm20k","H8MI11254","https://stevens.house.gov","","null","True","R+4","null","null","2","2020","928","1","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mi/cd:11","227 Cannon House Office Building","202-225-8171","null","MI","11","False","2611","0.11","97.41","2.49"
"","","","","S001192","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001192.json","Chris","null","Stewart","null","1960-07-15","M","R","null","RepChrisStewart","RepChrisStewart","repchrisstewart","412581","68466","135930","21367","N00033932","/m/0j273ks","H2UT02324","https://stewart.house.gov","null","null","True","R+16","0.527","null","8","2020","928","23","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ut/cd:2","2242 Rayburn House Office Building","202-225-9730","null","UT","2","False","4902","2.48","96.10","3.79"
"","","","","S001187","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001187.json","Steve","null","Stivers","null","1965-03-24","M","R","null","RepSteveStivers","116058275133542","RepSteveStivers","412461","62320","45333","21163","N00029574","/m/08xnqw","H8OH15076","https://stivers.house.gov","https://stivers.house.gov/news/rss.aspx","null","True","R+7","0.299","null","10","2020","928","56","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:oh/cd:15","2234 Rayburn House Office Building","202-225-2015","null","OH","15","False","3915","6.03","89.81","10.07"
"","","","","S001201","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001201.json","Thomas","null","Suozzi","null","1962-08-31","M","D","null","RepTomSuozzi","RepTomSuozzi","null","412717","104747","92111","21747","N00038742","/m/060n4d","H6NY03247","https://suozzi.house.gov","https://suozzi.house.gov/rss.xml","null","True","D+1","-0.212","null","4","2020","928","12","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ny/cd:3","214 Cannon House Office Building","202-225-3335","null","NY","3","False","3603","1.29","97.05","2.84"
"","","","","S001193","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001193.json","Eric","null","Swalwell","null","1980-11-16","M","D","null","RepSwalwell","CongressmanEricSwalwell","ericswalwell","412514","79729","129529","21306","N00033508","/m/0ncq55g","H2CA15094","https://swalwell.house.gov","https://swalwell.house.gov/rss.xml","null","True","D+20","-0.368","null","8","2020","928","207","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ca/cd:15","407 Cannon House Office Building","202-225-5065","null","CA","15","False","0615","22.31","98.89","0.97"
"","","","","T000472","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000472.json","Mark","null","Takano","null","1960-12-10","M","D","null","RepMarkTakano","RepMarkTakano","RepMarkTakano","412520","2737","22337","21312","N00006701","/m/0k3lj_y","H2CA43245","https://takano.house.gov","null","null","True","D+12","-0.463","null","8","2020","928","18","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:41","420 Cannon House Office Building","202-225-2305","null","CA","41","False","0641","1.94","98.79","1.10"
"","","","","T000479","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000479.json","Van","null","Taylor","null","1972-08-01","M","R","null","RepVanTaylor","null","null","412821","null","null","null","N00027709","/m/0f9kk3","H8TX03123","https://vantaylor.house.gov","null","null","True","R+13","null","null","2","2020","928","6","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:3","1404 Longworth House Office Building","202-225-4201","null","TX","3","False","4803","0.65","93.00","6.89"
"","","","","T000467","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000467.json","Glenn","null","Thompson","null","1959-07-27","M","R","null","CongressmanGT","CongressmanGT","CongressmanGT","412317","1031359","24046","20946","N00029736","/m/0409b0_","H8PA05071","https://thompson.house.gov","https://thompson.house.gov/rss.xml","null","True","R+20","0.313","null","12","2020","928","26","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:pa/cd:15","400 Cannon House Office Building","202-225-5121","null","PA","15","False","4215","2.80","92.73","7.16"
"","","","","T000460","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000460.json","Mike","null","Thompson","null","1951-01-24","M","D","null","RepThompson","RepMikeThompson","CongressmanMThompson","400403","57872","3564","29901","N00007419","/m/024sdl","H8CA01109","https://mikethompson.house.gov","https://mikethompson.house.gov/rss.xml","null","True","D+21","-0.395","null","22","2020","928","18","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:5","406 Cannon House Office Building","202-225-3311","null","CA","5","False","0605","1.94","97.91","1.98"
"","","","","T000193","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000193.json","Bennie","null","Thompson","null","1948-01-28","M","D","null","BennieGThompson","CongressmanBennieGThompson","RepBennieThompson","400402","7304","26929","29368","N00003288","/m/033tc5","H4MS02068","https://benniethompson.house.gov","https://benniethompson.house.gov/rss.xml","null","True","D+14","-0.516","null","28","2020","928","39","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ms/cd:2","2466 Rayburn House Office Building","202-225-5876","null","MS","2","False","2802","4.20","98.76","1.13"
"","","","","T000238","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000238.json","William","M.","Thornberry","null","1958-07-15","M","R","","MacTXPress","repmacthornberry","RepMacThornberry","400404","36814","21706","29572","N00006052","/m/03dnvd","H4TX13014","https://thornberry.house.gov","null","null","True","R+33","0.525","null","26","2020","928","35","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:13","2208 Rayburn House Office Building","202-225-3706","null","TX","13","False","4813","3.77","94.58","5.30"
"","","","","T000165","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000165.json","Tom","null","Tiffany","null","1957-12-30","M","R","null","null","null","null","456791","null","null","9303","N00045307","null","H0WI07101","","null","null","True","null","null","null","2","2020","118","9","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:wi/cd:7","1714 Longworth House Office Building","202-225-3365","null","WI","7","False","5507","7.63","95.37","4.63"
"","","","","T000480","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000480.json","William","null","Timmons","null","1984-04-30","M","R","null","RepTimmons","null","null","412815","null","168923","null","N00042715","/g/11g6ns21_f","H8SC04250","https://timmons.house.gov","null","null","True","R+15","null","null","2","2020","928","142","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:sc/cd:4","313 Cannon House Office Building","202-225-6030","null","SC","4","False","4504","15.30","94.74","5.13"
"","","","","T000470","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000470.json","Scott","null","Tipton","null","1956-11-09","M","R","","RepTipton","CongressmanScottTipton","RepScottTipton","412405","60384","65403","21111","N00027509","/m/0bn82p","H6CO03139","https://tipton.house.gov","https://tipton.house.gov/rss.xml","null","True","R+6","0.449","null","10","2020","928","5","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:co/cd:3","218 Cannon House Office Building","202-225-4761","null","CO","3","False","0803","0.54","94.10","5.79"
"","","","","T000468","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000468.json","Dina","null","Titus","null","1950-05-23","F","D","null","RepDinaTitus","CongresswomanTitus","CongresswomanTitus","412318","1021622","2629","20927","N00030191","/m/07hwl2","H8NV03036","https://titus.house.gov","https://titus.house.gov/rss.xml","null","True","D+15","-0.302","null","8","2020","928","27","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:nv/cd:1","2464 Rayburn House Office Building","202-225-5965","null","NV","1","False","3201","2.91","98.67","1.22"
"","","","","T000481","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000481.json","Rashida","null","Tlaib","null","1976-07-24","F","D","null","RepRashida","null","null","412787","null","105368","null","N00042649","/m/059_x6c","H8MI13250","https://tlaib.house.gov","null","null","True","D+32","null","null","2","2020","928","8","1","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:mi/cd:13","1628 Longworth House Office Building","202-225-5126","null","MI","13","False","2613","0.86","95.53","4.36"
"","","","","T000469","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000469.json","Paul","null","Tonko","null","1949-06-18","M","D","null","RepPaulTonko","reppaultonko","reppaultonko","412319","1031353","4403","20934","N00030196","/m/0gzy4c","H8NY21203","https://tonko.house.gov","null","null","True","D+7","-0.42","null","12","2020","928","6","14","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ny/cd:20","2369 Rayburn House Office Building","202-225-5076","null","NY","20","False","3620","0.65","97.07","2.83"
"","","","","T000474","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000474.json","Norma","null","Torres","null","1965-04-04","F","D","null","NormaJTorres","RepNormaTorres","null","412617","76129","71284","21508","N00036107","/m/03wd1hs","H4CA35031","https://torres.house.gov","https://torres.house.gov/rss.xml","null","True","D+19","-0.361","null","6","2020","928","17","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:35","2444 Rayburn House Office Building","202-225-6161","null","CA","35","False","0635","1.83","98.46","1.43"
"","","","","T000484","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000484.json","Xochitl","null","Torres Small","null","1984-11-15","F","D","","RepTorresSmall","null","null","412801","null","177978","null","N00042467","/g/11gtg88psh","H8NM02248","https://torressmall.house.gov","null","null","True","R+6","null","null","2","2020","928","4","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:nm/cd:2","430 Cannon House Office Building","202-225-2365","null","NM","2","False","3502","0.43","93.49","6.40"
"","","","","T000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000482.json","Lori","null","Trahan","null","1973-10-27","F","D","null","RepLoriTrahan","null","null","412781","null","182310","null","N00041808","/g/11gtcg496z","H8MA03106","https://trahan.house.gov","null","null","True","D+9","null","null","2","2020","928","3","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ma/cd:3","1616 Longworth House Office Building","202-225-3411","null","MA","3","False","2503","0.32","99.02","0.87"
"","","","","T000483","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000483.json","David","null","Trone","null","1955-09-21","M","D","null","RepDavidTrone","null","null","412783","null","167336","null","N00039122","/g/11dxnzbmvl","H6MD08549","https://trone.house.gov","null","null","True","D+6","null","null","2","2020","928","20","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:md/cd:6","1213 Longworth House Office Building","202-225-2721","null","MD","6","False","2406","2.16","98.90","0.99"
"","","","","T000463","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000463.json","Michael","R.","Turner","null","1960-01-11","M","R","null","RepMikeTurner","RepMikeTurner","CongressmanTurner","400411","1003607","45519","20342","N00025175","/m/03440l","H2OH03067","https://turner.house.gov","https://turner.house.gov/rss.xml","null","True","R+4","0.271","null","18","2020","928","17","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:oh/cd:10","2082 Rayburn House Office Building","202-225-6465","null","OH","10","False","3910","1.83","90.48","9.41"
"","","","","U000040","Representative","Rep.","https://api.propublica.org/congress/v1/members/U000040.json","Lauren","null","Underwood","null","1986-10-04","F","D","null","RepUnderwood","null","null","412776","null","177001","null","N00041569","/g/11gfm73_1z","H8IL14174","https://underwood.house.gov","null","null","True","R+5","null","null","2","2020","928","7","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:il/cd:14","1118 Longworth House Office Building","202-225-2976","null","IL","14","False","1714","0.75","98.26","1.63"
"","","","","U000031","Representative","Rep.","https://api.propublica.org/congress/v1/members/U000031.json","Fred","null","Upton","null","1953-04-23","M","R","null","RepFredUpton","RepFredUpton","RepFredUpton","400414","12127","26906","15446","N00004133","/m/02d4c3","H6MI04113","https://upton.house.gov","https://upton.house.gov/news/rss.aspx","null","True","R+4","0.333","null","34","2020","928","7","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:mi/cd:6","2183 Rayburn House Office Building","202-225-3761","null","MI","6","False","2606","0.75","81.29","18.60"
"","","","","V000133","Representative","Rep.","https://api.propublica.org/congress/v1/members/V000133.json","Jefferson","null","Van Drew","null","1953-02-23","M","R","","CongressmanJVD","null","null","412796","null","24685","null","N00042164","/m/08h3sl","H8NJ02166","https://vandrew.house.gov","null","null","False","R+1","null","null","2","2020","701","17","1","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:nj/cd:2","331 Cannon House Office Building","202-225-6572","null","NJ","2","False","3402","2.43","44.54","55.46"
"","","","","V000133","Representative","Rep.","https://api.propublica.org/congress/v1/members/V000133.json","Jefferson","null","Van Drew","null","1953-02-23","M","R","","CongressmanJVD","null","null","412796","null","24685","null","N00042164","/m/08h3sl","H8NJ02166","https://vandrew.house.gov","null","null","True","R+1","null","null","2","2020","227","4","1","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:nj/cd:2","331 Cannon House Office Building","202-225-6572","null","NJ","2","False","3402","1.76","75.11","24.89"
"","","","","V000130","Representative","Rep.","https://api.propublica.org/congress/v1/members/V000130.json","Juan","null","Vargas","null","1961-03-07","M","D","null","RepJuanVargas","RepJuanVargas","RepJuanVargas","412522","8297","29100","21314","N00007021","/m/076bp4","H2CA50026","https://vargas.house.gov","null","null","True","D+22","-0.4","null","8","2020","928","27","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:51","2244 Rayburn House Office Building","202-225-8045","null","CA","51","False","0651","2.91","98.67","1.22"
